Matricula,VIN,Año,Fabricante,Modelo,Categoria,DNI_Propietario
8073 LJD,JMBYUUAN9LEV1NCE0,2020,Mitsubishi,Eclipse Cross,deportivo,20234669-M
5313 CSS,WVWK1L8PM4MBFD153,2004,Volkswagen,Golf,compacto,78094132-R
5078 BCY,TMBUVX6M7Y9PGE4JP,2000,Skoda,Fabia,urbanos,78094132-R
8720 JJH,VF12RD4T6F2RLR7SA,2015,Renault,Laguna,berlina,78094132-R
8909 JGR,VF709A9GTFEGR50XF,2015,Citroën,C3,urbanos,88161814-P
SE-6674-KG,WAUKCGFE6TGDKNDCB,1996,Audi,A4,sedán,47605472-A
CC-7130-AG,W0LNCX6FJM3343MMX,1991,Opel,Corsa,urbanos,67973130-B
4973 MDF,WVWM95G10N49HMFHB,2022,Volkswagen,Tiguan,SUV,67973130-B
2821 KSS,VSS5P4139JHLB6B7J,2018,SEAT,Arona,SUV,67973130-B
OR-3123-YE,W0LWV0Z8PSHYX5UZ3,1995,Opel,Astra,compacto,69282130-N
9397 KHG,TMAH7FUP2JHCPHLRL,2018,Hyundai,i10,urbanos,69282130-N
3365 GTS,WBA30BH8SAB5A9DWN,2010,BMW,Serie 3,deportivo,77675807-T
8853 MKD,TMBDSNCLSPCJV7JDM,2023,Skoda,Karoq,SUV,83663787-E
3781 MWD,WAU02P2XHRWMJKDYX,2024,Audi,Q5,SUV,83663787-E
GC-4147-ST,TMB6EX8P0XA1P8DMF,1999,Skoda,Fabia,urbanos,17982900-M
9177 BRB,JMB53YLVP1YGKA6XA,2001,Mitsubishi,Outlander,todoterreno,17982900-M
4042 GBN,SB1J7VUKE8GCNLE8A,2008,Toyota,RAV4,todoterreno,89760918-Z
8595 LTD,JMZNTH1W1MR3U836B,2021,Mazda,CX-5,SUV,16862626-S
4998 GMN,WF0JGU5929U6MTNC7,2009,Ford,Kuga,SUV,16862626-S
6420 MBN,VF1ES5XL7NVCGKUFZ,2022,Renault,Mégane,deportivo,95693355-S
T-4502-WI,VF1MN9H5ZML9C7J22,1991,Renault,Clio,urbanos,28166230-Q
2228 GGV,WF0TF6ML38UWXS2PC,2008,Ford,Focus,compacto,28166230-Q
MA-6333-IC,WVWAVVL3WN6XNUCZS,1992,Volkswagen,Passat,sedán,28166230-Q
M-7655-XD,SJN0A3119L1LFAYYA,1990,Nissan,Micra,deportivo,94831271-V
8169 LPD,VF7X45NNFMT7YUTHC,2021,Citroën,C4,compacto,55663015-W
9419 BLC,ZFAY8KA061UZWM9CV,2001,Fiat,Panda,urbanos,55663015-W
BU-1943-JT,WVWW71B9HL41345BT,1990,Volkswagen,Polo,urbanos,66439769-Z
8841 MYF,WVWZ5MAD1STD53LNF,2025,Volkswagen,Tiguan,SUV,66439769-Z
8746 CKB,KNAL50DT23SJ2RVJV,2003,Kia,Sportage,SUV,84876751-N
1588 KFC,JMBHHLMDTH58ANMFH,2017,Mitsubishi,Eclipse Cross,deportivo,84876751-N
6955 HFT,SJNTAMHSYBWW40CES,2011,Nissan,Qashqai,SUV,84876751-N
1237 LHG,W0L3L8J70L6W6PTEF,2020,Opel,Insignia,berlina,86801969-S
9923 GCK,SJN50AA0K8641P3A4,2008,Nissan,Micra,deportivo,86801969-S
5138 KVX,JMBELX319KN9PFDC0,2019,Mitsubishi,Eclipse Cross,deportivo,86801969-S
A-5287-SM,WVWCKSWW9XD0S3W3L,1999,Volkswagen,Polo,urbanos,84368825-H
7818 MWV,ZFAFSVK1HRVL6VWK9,2024,Fiat,500,descapotable,74126658-G
7030 JPK,WVWBYR4FSGK6FTUNY,2016,Volkswagen,Polo,deportivo,74126658-G
CA-8977-AW,ZFAZARDGBLFNBSC4Z,1990,Fiat,Panda,urbanos,69758708-F
3201 DHZ,SJNG770RL58DVYTYB,2005,Nissan,X-Trail,todoterreno,69758708-F
S-5648-JE,VF16LC4RTL9FAKNXM,1990,Renault,Clio,deportivo,91506133-N
2703 DVB,JMBZV3B9G5JU6H4BC,2005,Mitsubishi,Outlander,todoterreno,91506133-N
4277 KPD,TMB3E6D8UJ96SH1JZ,2018,Skoda,Karoq,SUV,43818954-K
3143 FJD,WVWBC6WR96UPFJLH1,2006,Volkswagen,Passat,berlina,61588143-P
2335 MSS,SB1JY5M16R5G60NL3,2024,Toyota,Corolla,sedán,61588143-P
SO-8375-YQ,W0LH24LBAW8UVS2Z5,1998,Opel,Astra,deportivo,60592093-L
CU-6547-RF,WVWC9P5AKWNF5C84P,1998,Volkswagen,Passat,sedán,12751925-N
MU-2122-HU,VF1USWZFKTJ8JLGL5,1996,Renault,Mégane,berlina,12751925-N
T-1226-GT,VSS3633W8LZXGXR2P,1990,SEAT,Ibiza,deportivo,12751925-N
LU-9382-EQ,WDBFA5C53XGD05Y6T,1999,Mercedes-Benz,Clase A,deportivo,17163079-L
9963 BHG,VSS42UWTJ17FDHMDC,2001,SEAT,Ibiza,deportivo,17163079-L
6918 GXP,KNADKTDE8AFNHTALY,2010,Kia,Rio,urbanos,88476512-C
MA-2409-ES,SB149WJT2RTZ76Z3P,1994,Toyota,RAV4,todoterreno,88476512-C
J-7239-JI,WVWRP6ZJ3SNLSXVH6,1995,Volkswagen,Polo,deportivo,77647589-A
8170 CRC,VSSCNNYKX3463LH9F,2003,SEAT,León,compacto,16562320-C
6190 JRZ,JMZLDVL2CGW9A3S4X,2016,Mazda,Mazda 2,urbanos,85301018-K
9392 HCB,W0L2RPW7CBJP3RY6D,2011,Opel,Corsa,urbanos,78009425-A
3211 LGG,KNAFGAFC0LS8GWBH8,2020,Kia,Ceed,deportivo,78009425-A
5005 HZL,WBABHNY4SED60XTUK,2014,BMW,X3,SUV,92119335-B
5115 HDC,UU1T8DXW0BZC5CRN9,2011,Dacia,Duster,SUV,92119335-B
PO-5929-LQ,WDBDUWBYAS5HRKY6M,1995,Mercedes-Benz,Clase C,descapotable,92119335-B
7090 BBJ,VF7GZYVPFYLWNVK22,2000,Citroën,Berlingo,todoterreno,60763930-T
GU-9795-AQ,W0LAAUW4WWMAV6L9L,1998,Opel,Astra,compacto,60763930-T
8061 FTP,WBAK3PKN17M97B049,2007,BMW,Serie 3,descapotable,60763930-T
7821 BCY,SB1SD301VY9VAY818,2000,Toyota,Corolla,sedán,78320247-A
OR-6401-LY,WF0S59BUJXR0ZMGKG,1999,Ford,Fiesta,urbanos,28800291-J
4898 LMC,TMBA6GRLSL2Z80GJX,2020,Skoda,Octavia,berlina,69710301-S
7687 HWM,TMAPB6BDMEAAP837E,2014,Hyundai,i30,compacto,69710301-S
M-8263-YV,W0LW2N8NGRZNGN7LH,1994,Opel,Astra,compacto,69710301-S
AL-7157-IS,W0LW9GUFUPG53MUK4,1993,Opel,Corsa,urbanos,90627000-P
4744 GJV,VSSU324ET82YPTUWL,2008,SEAT,Toledo,berlina,90627000-P
H-2796-RN,WF0VJBZG2NC1LZ9ZA,1992,Ford,Fiesta,deportivo,90627000-P
2737 BBJ,SB13BM1WRYW8THPFU,2000,Toyota,RAV4,SUV,82947689-Y
7089 CNK,KNAAL4FTR3C3LTLCS,2003,Kia,Rio,urbanos,82947689-Y
SA-9873-MS,TMBGU13K3W5N8P231,1998,Skoda,Octavia,compacto,82947689-Y
2524 MJR,SB1JTYGC0P9357ZDY,2023,Toyota,Yaris,urbanos,87635298-P
1312 HXN,SB1T1P80LEF40N0WA,2014,Toyota,Yaris,urbanos,87635298-P
8790 LLJ,JMZSALML5L75GWA38,2020,Mazda,CX-3,SUV,78128772-A
NA-1010-HX,VSSKR0M6PSJHEVLKG,1995,SEAT,Toledo,sedán,88782808-W
9201 HCR,UU1Z2KZL9BWAYVFJ9,2011,Dacia,Sandero,urbanos,29359378-Q
5238 JBY,VF7WW20DME26FGS3V,2014,Citroën,Berlingo,monovolumen,29359378-Q
L-7699-WM,VF1S932P9VJA98U2Z,1997,Renault,Mégane,compacto,29359378-Q
5925 BZV,WF05NXY472NRX39JF,2002,Ford,Focus,deportivo,53866366-K
1075 KLN,WBAUN3UM8JPA0GVBY,2018,BMW,Serie 1,deportivo,53866366-K
TO-2926-IW,WAUUG85HDR2YJ5J0J,1994,Audi,A4,berlina,11734618-H
CU-8718-ME,WVWTSNE3EVBTWK6K0,1997,Volkswagen,Passat,berlina,11734618-H
1729 MFG,W0LBRDFKVPA3VPJAU,2023,Opel,Corsa,urbanos,26014064-Y
1185 JTB,VF70L4UG1GFL2VFFN,2016,Citroën,Berlingo,monovolumen,26014064-Y
PM-1485-BH,VF1VEHU06LAP3KBME,1990,Renault,Clio,deportivo,31240241-P
AV-3791-ZO,VSSH914FAMJVP5H1Z,1991,SEAT,Ibiza,urbanos,31240241-P
8673 DWT,VF1PJ10KN63LSM2KW,2006,Renault,Mégane,berlina,85428581-A
6958 GZT,VF7VUGUJ6A5MDDDR9,2010,Citroën,C3,urbanos,85428581-A
7142 FCJ,W0LVNSTLP6GJRXXSG,2006,Opel,Corsa,deportivo,79703318-S
7479 FSJ,WAUR4S1ZR7C47ECRP,2007,Audi,A3,deportivo,79703318-S
MU-6220-RW,WF0449UF8R44DDZ45,1994,Ford,Mondeo,berlina,79703318-S
2928 BCY,WF0ULZWUUYUWKJZ89,2000,Ford,Mondeo,sedán,91377034-N
7894 KCV,JMZ68RTGAH89JVZ91,2017,Mazda,Mazda 2,urbanos,54151002-D
4965 CGJ,WVWJWKTF832ZJESSS,2003,Volkswagen,Passat,berlina,22387539-Y
LO-6011-UB,WF05Y2HJWXJG9MESA,1999,Ford,Mondeo,sedán,22387539-Y
6394 MCR,SJNS3WRE0NP27966K,2022,Nissan,Qashqai,SUV,41850856-X
SO-9369-VI,ZFA5FVT4SMU07KRJL,1991,Fiat,Panda,urbanos,41850856-X
9432 FKY,ZFAB57SKJ71GY8M7H,2007,Fiat,Panda,urbanos,41850856-X
4110 NFC,TMA3RRJRESKSR71TP,2025,Hyundai,i10,urbanos,29367040-L
6568 DLD,JMZ53SJGS5HHL4174,2005,Mazda,Mazda 2,urbanos,72109241-D
ZA-8732-KH,WVWT7EN3UN9ZZX3DL,1992,Volkswagen,Passat,sedán,72109241-D
8299 GWC,VF7F79R48AREEG990,2010,Citroën,Berlingo,monovolumen,72109241-D
9307 BMF,WAUE5V82H1NRJAUD5,2001,Audi,A4,sedán,17544877-V
2591 JRG,TMBWMP0D9GNNTDAAP,2016,Skoda,Kodiaq,SUV,17544877-V
4276 FCJ,VF7PPBVL263Z5CZNN,2006,Citroën,C3,urbanos,63270267-G
7498 KFC,WBAHNWDSLH2WW3B4D,2017,BMW,X1,SUV,63270267-G
4843 LFH,JMBXJFZ6GLRTRZZ6J,2020,Mitsubishi,Outlander,todoterreno,63270267-G
1708 MWD,SB1HT46GVRDKD08SP,2024,Toyota,Yaris,urbanos,61024052-S
SE-3989-FY,WVWKL83R1WECZF5F5,1998,Volkswagen,Golf,deportivo,61024052-S
4896 HVZ,VF1YLNX4BEBDHVSUM,2014,Renault,Captur,SUV,61024052-S
1308 BDR,TMBAVW1HEYRGXH69P,2000,Skoda,Fabia,urbanos,76458590-N
VA-8475-MK,W0LUCJYR1PY0X4ZBT,1993,Opel,Astra,deportivo,76458590-N
TE-7076-JC,WF0FN07PLTUEJMZV8,1996,Ford,Mondeo,berlina,76458590-N
GC-6645-RZ,WVWEBM62LTH7YXMPW,1996,Volkswagen,Polo,deportivo,23861854-K
9240 GLC,W0LZGHMW59Z3H6EYL,2009,Opel,Insignia,berlina,23861854-K
8633 KDK,VF7ABNX3HHKVPFPY3,2017,Citroën,C4,compacto,23861854-K
4580 LSG,WDB9DJWADM3UJWYJ3,2021,Mercedes-Benz,Clase C,berlina,18003842-V
V-7017-BW,WF0UMCKLWPK53N5Y3,1993,Ford,Mondeo,berlina,18003842-V
3008 GTC,WBAEA1GG0ANZND0PC,2010,BMW,Serie 1,compacto,26232905-W
3930 GTC,VF1NB21J1AW5KJBU3,2010,Renault,Mégane,berlina,26232905-W
A-9446-PE,W0LH4T8URM9K0PC0T,1991,Opel,Corsa,deportivo,26232905-W
3102 GGV,WAU7MTACR868DFRFR,2008,Audi,A4,berlina,94152981-C
4297 HMD,WF0AVATJ6CGCDJWP5,2012,Ford,Kuga,SUV,91414342-Z
1971 JCY,VF38PP4J3F9M67GKX,2015,Peugeot,308,compacto,28831106-P
8310 LHG,VF39RYNV9L1FF8H7S,2020,Peugeot,5008,SUV,92301971-G
1826 MNT,UU16HY3SWRC38JGZM,2024,Dacia,Sandero,urbanos,66417370-V
C-9029-LU,ZFA6G0A06T3NDAG18,1996,Fiat,Panda,urbanos,66417370-V
GI-5081-ZG,WBAERG01CPBY0RJDE,1993,BMW,Serie 3,berlina,66417370-V
BI-6761-AF,ZFA0SDETPSVAGZDY1,1995,Fiat,Panda,urbanos,37184344-Z
1073 CMM,VF7WGBWRX3XRCHJF8,2003,Citroën,C3,urbanos,73887404-L
9953 BWT,TMBTVNKHN2S5CB5A0,2002,Skoda,Fabia,urbanos,73887404-L
NA-7014-KZ,WVWA2GMFVX33FKV4S,1999,Volkswagen,Polo,deportivo,73887404-L
SO-2186-TH,WBA2MK7TMPLG123RX,1993,BMW,Serie 3,berlina,53129835-L
1684 JFG,SJN800YU3F3UX3T2M,2015,Nissan,Qashqai,SUV,53129835-L
4299 HZB,VF7AJUB2WEPUVT7V1,2014,Citroën,C4,deportivo,47984508-E
6380 JMF,WVWZ3K5VFGDXEUEEX,2016,Volkswagen,Golf,compacto,47984508-E
2314 FKC,TMBDPACVN6D46Z28F,2006,Skoda,Octavia,compacto,47984508-E
5748 JFG,TMA7VEF0AF9115WAW,2015,Hyundai,i20,urbanos,62192528-E
5312 HMT,SJN4AXHYSC065U47H,2012,Nissan,Micra,deportivo,62192528-E
5228 GNF,WVW40Y3Y39NDP9WV3,2009,Volkswagen,Tiguan,SUV,62192528-E
5004 JRG,UU1J2LLXRG2MTU009,2016,Dacia,Lodgy,monovolumen,19662440-Q
9940 KBM,W0L41PPPEHWALAS5K,2017,Opel,Corsa,urbanos,19662440-Q
8515 LGG,UU1Y45KL8LX6ZYN9L,2020,Dacia,Sandero,urbanos,19662440-Q
2299 HWY,SJNYJTSL2ES1PU83Z,2014,Nissan,Qashqai,SUV,76431370-R
3177 FTP,VF7HR6XMJ7SV6WFFD,2007,Citroën,C4,compacto,76431370-R
CS-2042-PJ,TMB4UTW9WV6J8EC2M,1997,Skoda,Octavia,berlina,76431370-R
4683 GZT,WF0N8H1SRA8BTUG4X,2010,Ford,Kuga,todoterreno,91652153-M
1140 LYZ,VF130RH1SNY7Y2ARW,2022,Renault,Mégane,compacto,19998557-B
AB-8241-ZS,WVWMUZWTZW17VTZYM,1998,Volkswagen,Golf,descapotable,19998557-B
HU-1790-KN,SB1NHD1CMS1VBS2KN,1995,Toyota,RAV4,SUV,84098461-L
8781 FHD,SB19YUA3T6L2N5Z85,2006,Toyota,RAV4,todoterreno,98602440-Z
MA-5690-AA,WVWCJVJ21TSNNNXKZ,1996,Volkswagen,Polo,deportivo,98602440-Z
CU-7429-GE,ZFASHD6YHN5MV4G1Y,1992,Fiat,Panda,urbanos,46529014-Z
BI-2746-NU,WAUGNLDCRWGZDLPAB,1998,Audi,A4,berlina,46529014-Z
9203 HZL,YV1J0W2CPEZY320RC,2014,Volvo,XC60,SUV,46529014-Z
8874 FCJ,SB1D4E2VT6LF7VSK7,2006,Toyota,RAV4,todoterreno,43503007-W
1755 HWY,SB1ZDNG0DEK3BV22K,2014,Toyota,Yaris,urbanos,43503007-W
SA-4004-LI,WF0ZHCBVAR3SNGULH,1994,Ford,Mondeo,berlina,52265633-L
CS-1578-FD,VF19HCY6HVYHBD3EA,1997,Renault,Mégane,deportivo,52265633-L
2564 CGJ,WDB5NHVGV3FXAD9WJ,2003,Mercedes-Benz,Clase C,deportivo,19256197-E
7754 BMW,SJN6JPY9D13CJ1EDL,2001,Nissan,Micra,deportivo,97920808-X
CC-7938-VX,SJNU5DTSTP4BG4356,1993,Nissan,Micra,deportivo,97920808-X
6418 GYM,WAU5SWJNTAHWG840F,2010,Audi,Q5,SUV,97920808-X
B-3664-QZ,VF1V4MWKNN138PLRH,1992,Renault,Clio,deportivo,25572339-L
P-4289-QA,WDB7SLNN0VKNRE8J7,1997,Mercedes-Benz,Clase C,deportivo,25572339-L
H-7858-XF,VF12X4F96LBF4VZ3B,1990,Renault,Clio,urbanos,25572339-L
2889 KVB,SJNGJXB95K48837AH,2019,Nissan,Qashqai,SUV,70953841-Z
1249 CRC,VF1MJCPWJ30KP47HV,2003,Renault,Laguna,sedán,24094373-X
L-5649-NV,VF1ZCN3HKRBLWFURV,1994,Renault,Laguna,sedán,24094373-X
4115 BRB,WVWP5UHH71RFWHNYU,2001,Volkswagen,Passat,sedán,41506280-C
9458 GHT,TMBKUG1K68X8K3YTW,2008,Skoda,Fabia,urbanos,41506280-C
9925 CTT,SJN4VFW1V4KETWSNA,2004,Nissan,X-Trail,todoterreno,41506280-C
8327 DLD,W0L2W7F8P5M6NEG26,2005,Opel,Astra,deportivo,82082204-B
3451 MRD,WAUBN4UU6R5B19BVT,2024,Audi,A3,deportivo,82082204-B
7672 LFY,WBACU6W7CL9U140L2,2020,BMW,X3,SUV,82082204-B
6754 CDC,KNA2HAZE92H47XDBH,2002,Kia,Rio,urbanos,70294900-T
2017 BZV,TMBLPR5J02H0LJ9CE,2002,Skoda,Octavia,berlina,80184291-N
7988 JLN,VF1K4YHV9GJL4VGE2,2016,Renault,Captur,SUV,80184291-N
CE-1074-UO,WVWZ5WZ42T8F15SY4,1996,Volkswagen,Passat,berlina,96378119-T
7220 DMJ,YV11YW82T5ZM3TYWT,2005,Volvo,V40,compacto,14824116-H
8815 BNL,TMB1XPAKH1PS9S9P0,2001,Skoda,Fabia,urbanos,84936742-L
8178 DYY,WBA9HFN6N61VAUG3F,2006,BMW,Serie 1,deportivo,84936742-L
4288 BMF,VF1JCFSB51554XX8S,2001,Renault,Clio,urbanos,69685152-M
5752 HDC,TMBF8HMFCBFFY04Z9,2011,Skoda,Fabia,urbanos,11865167-L
7696 CFM,KNA5B54R939LZE7RH,2003,Kia,Sportage,SUV,11865167-L
AB-4741-LL,KNA37VVEMW3V4U9MC,1998,Kia,Sportage,SUV,11865167-L
5440 BTF,VF7WWRJY82N6LU3U5,2002,Citroën,C3,urbanos,37210329-D
HU-8883-XU,ZFARCLH0GPH75T6EG,1993,Fiat,Panda,urbanos,58133147-A
9122 JGR,WF0GS8K66FFVC7MBA,2015,Ford,Mondeo,berlina,58133147-A
9457 LTD,JMZZ9B7REMT80CNSD,2021,Mazda,CX-5,SUV,93581337-H
H-6599-CI,VSSFXUEW1MDMECUE5,1991,SEAT,Ibiza,urbanos,93581337-H
VA-3153-YU,WBAR6HGFNLRKFPRM9,1990,BMW,Serie 3,descapotable,51251682-T
PM-9291-SF,SB1PYR0GCLCHRSXA8,1990,Toyota,Corolla,sedán,51251682-T
4615 JZP,JMBYCURBMHL49YCE2,2017,Mitsubishi,Outlander,todoterreno,21498254-Q
6356 GHG,KNAUE0NCL8RP36J1C,2008,Kia,Sportage,SUV,49410101-Y
4975 DWT,YV1PZFZMX6FU0KXJR,2006,Volvo,XC90,todoterreno,49410101-Y
4589 LYJ,VF1CR4ENXNY4FMNV1,2022,Renault,Captur,SUV,49410101-Y
CS-7011-DT,VSSDT7VGHN0F2E1KN,1992,SEAT,Ibiza,deportivo,12100829-T
5273 BPG,WBA4PTJ5310JLWZNU,2001,BMW,Serie 3,descapotable,83005080-N
7865 DNP,VSS85TZY75TYNJVY7,2005,SEAT,León,deportivo,61491037-P
B-3088-WQ,VF1NU75VXWF8GCXMD,1998,Renault,Mégane,berlina,61491037-P
2452 MYW,UU1RL6FPSS2B8X65W,2025,Dacia,Sandero,urbanos,70980795-N
2816 JKK,TMBYLHVU5FBZ1DGM1,2015,Skoda,Octavia,compacto,70980795-N
1990 GHT,JMZWFSSVY81JHEYEE,2008,Mazda,Mazda 3,deportivo,32064579-A
3729 HFT,WAU4U3FN7B0F4T2AM,2011,Audi,A4,sedán,32064579-A
7483 LJD,VF7UD4YNXLBT9PBXR,2020,Citroën,C5 Aircross,SUV,32064579-A
3192 NCJ,JMZFKZ8ZPSK04AZME,2025,Mazda,Mazda 2,urbanos,79325344-T
4187 CNK,VF7ZHG1TV31TC8TLV,2003,Citroën,C3,urbanos,46952484-P
AB-5487-QG,SJNX7T4LBWET5MMRY,1998,Nissan,Micra,deportivo,46659831-F
2946 NDG,KNAPMMJLVS4DLCBKH,2025,Kia,Rio,urbanos,46659831-F
5373 CKB,KNA8FKJ6T3E13XEJB,2003,Kia,Sportage,SUV,46659831-F
CR-9847-QS,WF0R1LXW0TYGPE12T,1996,Ford,Fiesta,urbanos,72914950-M
1602 NDG,ZFAU9BDA0S7JAY3D2,2025,Fiat,500,descapotable,72914950-M
BU-2706-GG,VF7WSS8KVXHLPAW7U,1999,Citroën,Berlingo,todoterreno,11322003-T
5482 MKD,WVWUW265TPPNYMHVS,2023,Volkswagen,Tiguan,SUV,11322003-T
1294 MFG,WBA3Y86RPP9FNSR7U,2023,BMW,Serie 3,berlina,11322003-T
8679 HKL,W0LE2T1RBC42UEKSY,2012,Opel,Corsa,urbanos,22544570-Q
8573 KLN,VF15S6XA9J3WVUBT7,2018,Renault,Kadjar,SUV,22544570-Q
9703 CLV,KNA3RSSRB3K989YKE,2003,Kia,Rio,urbanos,83883993-A
AV-6040-RJ,YV1PVNRA9SV3KVEZT,1995,Volvo,V40,compacto,83883993-A
5982 NFR,SJNBGTGLMSY91BJZU,2025,Nissan,X-Trail,todoterreno,83883993-A
SE-4976-RE,WBAU8JGADV25Z59NU,1997,BMW,Serie 3,cupé,78977252-J
5068 KFW,WAUR9G62PHL11S4FJ,2017,Audi,A3,compacto,78977252-J
7025 BBJ,WVWP73UVBYZF28DY8,2000,Volkswagen,Passat,sedán,46075392-K
8843 FYY,VF1CBJ0U97D6LPJSR,2007,Renault,Laguna,berlina,46075392-K
8779 GFC,VF7LYDZX98A84V7WJ,2008,Citroën,Berlingo,monovolumen,77630840-K
7415 GNY,KNAG1J2J79DA82V5A,2009,Kia,Rio,urbanos,77630840-K
1424 DNP,WF0YM6MLG54YBCH8V,2005,Ford,Focus,deportivo,77630840-K
9211 MWD,ZFA5YP1P9RFNNTKRK,2024,Fiat,Tipo,compacto,75094542-W
SO-8613-EQ,YV1X5YDECWKEDDGWM,1998,Volvo,V40,compacto,84740297-V
6917 LTP,VF3DHTJ27MYW6D9W9,2021,Peugeot,308,compacto,84740297-V
2902 CLD,VF72PF05A3REL3T9Z,2003,Citroën,C3,urbanos,84740297-V
9307 CRV,JMBYK788A482AB3CD,2004,Mitsubishi,Outlander,todoterreno,84463642-Y
5679 CLD,WDBMDNKDF3S4JWBMM,2003,Mercedes-Benz,Clase C,descapotable,84463642-Y
4313 JLN,WAUCTBRUEG0NWJEPA,2016,Audi,Q3,SUV,84463642-Y
1016 CWR,WVW6DL1FE4XWX8GY3,2004,Volkswagen,Passat,berlina,83872377-W
BA-7505-VI,VSSGWEGVGMNTZGLLD,1991,SEAT,Toledo,berlina,58747707-A
1406 LGH,VF7780L4ALC8RBXTW,2020,Citroën,C5 Aircross,SUV,58747707-A
4339 GFC,WF0B4KDAL8V90S1XE,2008,Ford,Mondeo,berlina,20052608-N
2022 BSL,SJN634G0Z2GG10HGX,2002,Nissan,X-Trail,SUV,20052608-N
TF-1136-GN,TMBUCJR4WWALUZDXF,1998,Skoda,Octavia,berlina,97472656-J
6930 JMY,YV1AXVRXZGR2LAPU9,2016,Volvo,V40,compacto,97472656-J
5410 KKR,TMBM8X9R8JN15NX18,2018,Skoda,Karoq,SUV,87917914-T
6262 DVB,WBARWGAXX5JHJVSBH,2005,BMW,X3,SUV,87917914-T
6969 JFX,UU1CZXCN8F0MUH3DG,2015,Dacia,Sandero,urbanos,87917914-T
NA-9725-UR,WF0GWT85JNPHCFLLY,1992,Ford,Fiesta,deportivo,85718019-D
7518 GNF,SJNL8D2DL9C01830R,2009,Nissan,X-Trail,todoterreno,85718019-D
3114 MZS,WVWW4FLNLSRHVL42E,2025,Volkswagen,Polo,urbanos,15332604-E
1230 CGJ,VSSJWZG0Y3LCBDCJ6,2003,SEAT,Ibiza,urbanos,30840285-E
6582 KFC,WDB48P807HT9H28PH,2017,Mercedes-Benz,GLC,SUV,30840285-E
HU-6500-YK,VF1334PJZXR90BMWY,1999,Renault,Mégane,berlina,36367105-B
5400 LSG,VSSE6DYCNM4LA81TN,2021,SEAT,Ibiza,urbanos,36367105-B
7301 BDR,VSSZJPJYMYEB8LH44,2000,SEAT,Ibiza,urbanos,36367105-B
9500 KNK,TMAFZ0CZ4J2113C9X,2018,Hyundai,i20,urbanos,60645506-A
3186 GFC,TMADUYF7W89Y14TUM,2008,Hyundai,i30,deportivo,79233046-R
SG-7783-FV,SB1L5SLF9NHGLBGFK,1992,Toyota,Corolla,compacto,42212051-J
7659 JHJ,ZFAF4ME6EFZF5FWHB,2015,Fiat,Tipo,berlina,42212051-J
6671 CYY,YV1PWBM124CP7ZSN4,2004,Volvo,V40,compacto,42212051-J
7332 HSK,VF106TEBEDK703MTW,2013,Renault,Clio,urbanos,35564782-C
8717 MLH,VSS700JP9PKW417F7,2023,SEAT,Ibiza,deportivo,35564782-C
5169 JPK,VF3TNXC2UGF9XFUNL,2016,Peugeot,3008,SUV,35564782-C
3357 JMY,WF0AUN3B2GUGJ7KTT,2016,Ford,Fiesta,deportivo,15388987-D
5944 LXD,ZFAXVB97RNF1J8487,2022,Fiat,Panda,urbanos,17919009-P
2718 HSZ,WBA1FYDL9DPCBZG8V,2013,BMW,Serie 3,descapotable,17919009-P
S-7568-SN,VF1BXBXFMX1A2S01L,1999,Renault,Clio,urbanos,63419883-M
BA-7213-TK,SB19MRDNMNC2XWESN,1992,Toyota,Corolla,compacto,63419883-M
3738 MJR,W0L9RKBN3P873K19D,2023,Opel,Astra,compacto,63419883-M
6065 KDK,JMBTHAZ1EHKRU6T8A,2017,Mitsubishi,Outlander,todoterreno,57651682-C
5867 BCD,VF77L9JGSYT8XRXEU,2000,Citroën,Berlingo,todoterreno,57651682-C
3044 HZL,W0LGKUC5RE7HLTC6C,2014,Opel,Astra,deportivo,33761321-N
3116 HCB,WF04UNFCNB03UA26R,2011,Ford,Focus,compacto,93095400-W
5489 GZJ,KNAY1N3VLAEZC0VLC,2010,Kia,Sportage,SUV,30996280-P
4694 BXP,TMB0RPH7B2ZAHX1KJ,2002,Skoda,Fabia,urbanos,30996280-P
9481 DGX,WF0W65WZ65YUU0TX8,2005,Ford,Mondeo,sedán,41497662-G
3357 KTJ,ZFAZF1J3RKB73HDR9,2019,Fiat,Panda,urbanos,41497662-G
1548 HDR,YV1AR1FXFBZDKDWX0,2011,Volvo,XC60,SUV,35746656-X
7034 BBJ,WDB5M784KYFN0LU6Z,2000,Mercedes-Benz,Clase A,deportivo,35746656-X
2257 BRB,VF11Z78081NEPTUA7,2001,Renault,Laguna,sedán,35746656-X
2875 CWR,SB1LYGWX64SFWE85R,2004,Toyota,Yaris,urbanos,18231341-T
TE-5452-EA,ZFAEHW83XT9AYTJZA,1996,Fiat,Panda,urbanos,18231341-T
A-5455-AO,WDB3LPMFFR4N4P9MG,1994,Mercedes-Benz,Clase C,cupé,18231341-T
2656 JZP,JMZKBUHYTHMY1V30M,2017,Mazda,Mazda 3,deportivo,86500243-A
5020 HNC,TMBHH4R14CXL7C8DC,2012,Skoda,Fabia,urbanos,86500243-A
5624 KSS,JMB595NS6JGKTFJEP,2018,Mitsubishi,Outlander,todoterreno,86500243-A
CC-7200-VD,WDB50ACM4XPCCLFS7,1999,Mercedes-Benz,Clase C,berlina,73344600-S
